100000012844	inexistente
100000009861	ABDA
100000018200	ABDALA
100000011218	ABDIAS
100000013820	ABDIEL
100000016192	ABDO
100000012891	ABDON
100000016043	ABDORAL
100000014715	ABEDIAS
100000010379	ABEL
100000017603	ABELAR
100000011106	ABELARDO
100000004480	ABELINA
100000013382	ABELINO
100000008495	ABELITA
100000017160	ABENILDO
100000019451	ABENILSON
100000015016	ABERLADO
100000017820	ABERTO
100000001878	ABGAIL
100000004992	ABIA
100000014757	ABIAS
100000012159	ABIDIAS
100000016897	ABIDIEL
100000018201	ABIDON
100000018444	ABIDORAL
100000018149	ABIEL
100000000914	ABIGAIL
100000006498	ABIGAIU
100000004692	ABILENE
100000016234	ABILHO
100000006996	ABILIA
100000010593	ABILIO
100000018960	ABILO
100000010924	ABIMAEL
100000017787	ABINADABE
100000011314	ACIR
100000015783	ACLECIO
100000013135	ACRISIO
100000018230	ACRIZIO
100000003055	ACSA
100000007616	ACUCENA
100000015977	ACYR
100000001480	ADA
100000019941	ADA
100000018003	ADABERTO
100000018705	ADACIR
100000019093	ADAEL
100000015482	ADAELSON
100000018653	ADAGILSON
100000019650	ADAI
100000008306	ADAIANA
100000004596	ADAIANE
100000013083	ADAIAS
100000005021	ADAIL
100000011197	ADAIL
100000005939	ADAILDA
100000005748	ADAILDE
100000008419	ADAILDES
100000012665	ADAILDO
100000004734	ADAILMA
100000005421	ADAILSA
100000017788	ADAILSO
100000016095	ADAILSOM
100000010652	ADAILSON
100000011656	ADAILTO
100000012601	ADAILTOM
100000010260	ADAILTON
100000003132	ADAILZA
100000001565	ADAIR
100000010358	ADAIR
100000016945	ADAIRTON
100000007934	ADAISA
100000016023	ADAISON
100000013109	ADAITON
100000017453	ADALBERON
100000010245	ADALBERTO
100000018551	ADALBETO
100000008887	ADALCINA
100000019174	ADALCINO
100000016526	ADALERTO
100000016924	LAELCIO
100000007908	LAELIA
100000018808	LAELIO
100000011587	LAELSON
100000019220	LAELTON
100000003348	LAENE
100000006291	LAERCIA
100000010241	LAERCIO
100000019911	LAERCO
100000016623	LAERSIO
100000014805	LAERSON
100000015175	LAERT
100000010548	LAERTE
100000013729	LAERTES
100000014163	LAERTI
100000018526	LAERTON
100000015037	LAESIO
100000013027	LAFAETE
100000012724	LAFAIETE
100000001328	LAIANA
100000000385	LAIANE
100000007136	LAIANI
100000006704	LAIANY
100000003416	LAIARA
100000005549	LAICE
100000001036	LAIDE
100000003440	LAIDES
100000009328	LAIDI
100000005141	LAIENE
100000000439	LAILA
100000008765	LAILANE
100000011033	LAILSON
100000011698	LAILTON
100000003061	LAINA
100000004457	LAINARA
100000001043	LAINE
100000013744	LAIO
100000012617	LAION
100000001836	LAIR
100000011355	LAIR
100000001674	LAIRA
100000006335	LAIRCE
100000011454	RAEL
100000006582	RAELE
100000005643	RAELI
100000008328	RAELMA
100000013702	RAELSON
100000014627	RAFAE
100000001178	RAFAEL
100000010013	RAFAEL
100000000051	RAFAELA
100000012178	RAFAELA
100000000932	RAFAELE
100000018717	RAFAELE
100000001345	RAFAELI
100000000956	RAFAELLA
100000003337	RAFAELLE
100000007006	RAFAELLI
100000003175	RAFAELLY
100000003375	RAFAELY
100000013919	RAFAL
100000017248	RAFARL
100000013456	RAFEL
100000008764	RAFELA
100000015234	RAFFAEL
100000008196	RAFFAELA
100000013022	RAFHAEL
100000006934	RAFISA
100000019115	RAGNER
100000005591	RAGUEL
100000008431	RAI
100000010434	RAI
100000011401	RAIAN
100000000794	RAIANA
100000016418	RAIANDERSON
100000008837	RAIANDRA
100000000162	RAIANE
100000015887	RAIANE
100000002215	RAIANI
100000004769	RAIANNE
100000006870	RAIANNY
100000017392	RAILTO
100000010986	RAILTON
100000009449	RAILZA
100000016797	RAIMAR
100000003156	RAIMARA
100000016032	RAIMINDO
100000017394	RAIMISON
100000008543	RAIMNDA
100000013398	RAIMNDO
100000003471	RAIMUDA
100000011870	RAIMUDO
100000017622	RAIMULDO
100000009669	RAIMUMDA
100000014662	RAIMUMDO
100000015688	RAIMUND
100000000045	RAIMUNDA
100000012222	RAIMUNDA
100000007613	RAIMUNDINHA
100000018344	RAIMUNDINHO
100000002591	RAIMUNDO
100000010019	RAIMUNDO
100000014224	RAIMUNO
100000019183	RAIN
100000002293	RAINA
100000013620	RAINAN
100000001038	RAINARA
100000001158	RAINE
100000015719	RAINE
100000012641	RAINER
100000009980	RAINI
100000007689	RAINILDA
100000014700	RAINUNDO
100000009122	RAIONARA
100000015412	RAIONE
100000014517	RAIQUE
100000011783	RAIR
100000001627	RAIRA
100000016774	RAIRAN
100000004908	RAIRES
100000016863	RAIRON
100000011688	RAMUNDO
100000001509	RANA
100000018517	RANAN
100000005620	RANATA
100000019368	RANATO
100000018403	RANCISCO
100000015582	RANDAL
100000013576	RANDER
100000012540	RANDERSON
100000015567	RANDOLFO
100000018760	RANDSON
100000008408	RANE
100000010858	RANGEL
100000004987	RANI
100000003771	RANIA
100000011160	RANIEL
100000005070	RANIELA
100000000965	RANIELE
100000013416	RANIELE
100000001984	RANIELI
100000015187	RANIELI
100000004952	RANIELLE
100000004521	RANIELLY
100000015819	RANIELSON
100000003593	RANIELY
100000015220	RANIER
100000005552	RANIERE
100000011662	RANIERE
100000008011	RANIERI
100000011920	RANIERI
100000015559	RANIERY
100000008932	RANILDA
100000016769	RANILDO
100000012705	RANILSON
100000003555	RANNA
100000018153	RANOLFO
100000018503	RANON
100000013872	RANUFO
100000013261	RANULFO
100000007560	RANY
100000013428	RAONE
100000011817	RAONI
100000015004	RAONY
100000010330	RAPHAEL
100000001321	RAPHAELA
100000003869	RAPHAELLA
100000017814	RAPHEL
100000009059	RAQUE
100000000049	RAQUEL
100000012569	RAQUEL
100000001880	RAQUELE
100000001953	RAQUELI
100000003573	RAQUELINE
100000009783	RAQUELLY
100000005947	RAQUELY
100000006797	RAQUEU
100000005174	RARIANE
100000011146	RAY
100000011871	RAYAN
100000001639	RAYANA
100000000364	RAYANE
100000004037	RAYANI
100000006020	RAYANNA
100000001447	RAYANNE
100000007636	RAYANY
100000003455	RAYARA
100000005360	RAYCA
100000009006	RAYELE
100000009757	RAYENE
100000004869	RAYKA
100000002071	RAYLA
100000013008	RAYLAN
100000009292	RAYLANA
100000017687	RAYLANDER
100000002381	RAYLANE
100000008814	RAYLENE
100000004716	RAYLLA
100000019036	RAYLON
100000014963	RAYLSON
100000008709	RAYMARA
100000006139	RAYMUNDA
100000012474	RAYMUNDO
100000004198	RAYNA
100000019140	RAYNAN
100000002249	RAYNARA
100000002107	RAYNE
100000014637	RAYNER
100000005590	RAYNNE
100000002752	RAYRA
100000001398	RAYSA
100000015211	RAYSON
100000000532	RAYSSA
100000003435	RAYZA
100000018194	RBERTO
100000016673	RCARDO
100000015979	RDO
100000015139	RDRIGO
100000015751	REALINO
100000015852	REAN
100000000173	REBECA
100000017563	REBECA
100000001625	REBECCA
100000002371	REBEKA
100000013012	REBERT
100000016657	REDSON
100000014349	REFAEL
100000002015	REGANE
100000004139	REGEANE
100000013263	REGES
100000017470	REGI
100000002012	REGIA
100000002609	REGIANA
100000000164	REGIANE
100000017460	REGIANE
100000003631	REGIANI
100000003636	SERGIA
100000006463	SERGIANA
100000004162	SERGIANE
100000017924	SERGIANO
100000005472	SERGINA
100000017171	SERGINALDO
100000019487	SERGINHO
100000019642	SERGINO
100000004075	SERGIO
100000010041	SERGIO
100000017194	SERGO
100000013137	SERIO
100000013440	SERJIO
100000012302	SERJO
100000006286	SERLEI
100000003165	SERLI
100000008949	SERVERINA
100000015408	SERVERINO
100000008933	SERVINA
100000015121	SERVINO
100000016492	SERVIO
100000014197	SERVULO
100000014937	SESAR
100000013078	SETEMBRINO
100000007271	SETSUKO
100000009384	SEUMA
100000005587	SEVERA
100000004739	SEVERIANA
100000011633	SEVERIANO
100000000152	SEVERINA
100000016321	SEVERINA
100000006747	SEVERINO
100000010085	SEVERINO
100000017663	SEVERNO
100000012067	SEVERO
100000006586	SEVIRINA
100000013538	SEVIRINO
100000019877	SEVRINO
100000013309	SEZAR
100000008270	SEZARINA
100000017537	SEZARIO
100000008711	SHAIANA
100000001588	SHAIANE
100000004110	SHAIENE
100000009033	SHAILA
100000009882	SHAINE
100000005647	SHANA
100000003289	SHARA
100000003103	SHARLENE
100000014037	SHARLES
100000005098	SHIRLEIDE
100000001279	SHIRLENE
100000000400	SHIRLEY
100000009946	SHIRLIANE
100000006851	SHIRLY
100000009311	SHIZUE
100000008163	SHIZUKO
100000007243	SHYRLEI
100000004931	SIANE
100000008531	SIARA
100000001023	SIBELE
100000002546	SIBELI
100000007498	SIBELLE
100000009313	SIBELLY
100000008181	SIBELY
100000004204	SIBILA
100000004260	SICERA
100000011823	SICERO
100000014494	SID
100000005138	SIDALIA
100000008296	SIDALVA
100000013306	SIDCLEI
100000014871	SIDCLEY
100000016026	SIDEMAR
100000014387	SIDENEI
100000019317	SIDENI
100000017384	SIDENIR
100000015834	SIDERLEI
100000007510	SIDIA
100000003036	SIDIANE
100000013270	SIDICLEI
100000004957	SIDILENE
100000012402	SIDIMAR
100000009901	SIDINALVA
100000019122	SIDINE
100000007724	SIDINEI
100000010430	SIDINEI
100000001299	SIDINEIA
100000009928	SIDINEIDE
100000011641	SIDINEY
100000019289	SIDIVAL
100000012279	SIDMAR
100000015638	SIDNE
100000007336	SIDNEA
100000003899	SIDNEI
100000010155	SIDNEI
100000000944	SIDNEIA
100000008439	SIDNEIDE
